5	2	2	1	2	1	1	3	2	2	1	1	1	1.4512418370884	1	3	3	2	2
30	3	2	1	3	1	1	3	1	3	2	2	1	2	2	2	1	2	2
35	4	4	4	3	3	4	4	4	4	4	1	1	4	2.51543428091071	3	1	2	2
37	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2
42	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2
59	3	2	2	4	2	3	3	2.34411781222158	4	3	2	1	1.99851040709538	1.68844721953412	2	2	2	2
77	4	1	2	2	2	4	4	2	4	4	1	2	4	2	4	4	1	2
88	2	3	3	4	3	2	4	2	4	2	2	2	2	2	4	3	2	2
89	1	1	1	1	1	3	3	3	3	2	1	1	1	1	2	4	2	2
99	1	1	2	2	2	3	3.22147268675571	2.49071559196346	4	3	2	1	1	1	3	3	2	2
130	1	2	2	4	4	3	4	4	3	4	3	2	4	2	4	4	2	2
142	2	1	2	3	2	3	3	2	2	2	2	1	2	2	3	3	2	2
184	4	3	3	4	3	4	4	4	4	3	3	3	3	3	3	4	1	2
209	2	3	3	4	3	3	3	2	4	3	1	2	4	1	2	2	2	2
221	1	2	2	2	2	1	3	2	4	2	2	1	2	2	3	3	2	2
235	1	1	1	1	2	1	2	2	3	2	2	1	1	1	2	2	2	2
247	4	2	1	4	4	2	4	2	4	2	1	1	2	1	4	1	2	2
281	4	2	1	4	1	4	4	4	4	4	4	1	1	1	4	4	2	2
293	1	1	1	2	2	1	1	1	3	2	2	1	1	1	1	1	2	2
299	1	3	2	1	2	4	2	2	2	2	2	2	2	1	2	2	1	2
301	1	3	2	3	3	3	3	2	3	2	2	1	2	2	3	2	2	2
354	3	2	2	2	3	4	4	2	3	3	2	2	2	2	2	3	2	2
383	2	2.12773266065923	2	2	2.39549531703133	3	2	2.08502748384691	2.69867806479	1	2	2	3	1	2	1.81075960125353	2	2
419	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2
434	3	1	1	3	3	2	3	3	4	2	3	1	2	2	2.5054150774881	3	2	2
462	1	2	1	3	2	1	2	2	2	3	2	2	2	1	1	2	1	2
496	2	1	1	2	3	3	3	2	3	3	2	1	1	1	4	2	2	2
505	4	1	1	2	3	3	4	3	3	2	2	2	3	2	1	2	2	2
524	1	2	2	4	1	1	4	4	4	4	2	2	4	2	3	2	2	2
538	2	2	2	4	4	4	3	2	3	2	3	2	1	1	2	2	2	2
561	3	2	2	2	2	2	4	2	3	2	2	2	2	2	2	2	2	2
584	2	4	4	4	4	4	4	1	4	1.92004120685193	1	1	1	1	4	1	2	2
596	1	1	1	1	1	1	4	4	2	1	1	2	2	2	1	4	1	2
646	1	1	2	2	2	2	3	2	3	1	1	1	1	1	2	2	2	2
691	4	3	4	2	2	4	4	4	1	1	3	1	1	1	4	4	2	2
693	2	2	1	4	3	2	3	4	1	3	2	2	3	3	4	4	2	2
694	2	2	2	2	2	3	2	1	2	3	1	1	1	1	2	1	2	2
735	4	2	2	2	2	2	4	4	4	4	2	2	4	3	4	4	2	2
738	1	4	2	1	1	1	4	2	4	4	1	3	3	2	1	1	2	2
755	2	1	1	2	1	2	3	2	3	2	2	1	1	1	3	2	2	2
776	1	1	1	3	2	1	2	2	2	1	1	1	1	1	3	1	2	2
791	4	2	2	2	3	4	3	2	2	3	2	2	2	2	3	3	2	2
808	2	2	2	2	2	2	3	2	3	2	3	2	1.96024426415463	2	2	2	2	2
835	3	1	2	2	2	2	4	4	4	4	3	4	3	2	2	2	2	2
836	1	2	3	4	1	1	1	2	4	1	1	1	1	3	1	1	2	2
889	3	3	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2
916	4	2	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2
958	2	1	1	3	4	2	2.66162028295519	2	4	2	1	3	2	2	1	2	2	2
971	2	4	2	2	1	4	4	4	3	4	2	1	4	4	4	4	2	2
974	4	3	3	3	1	4	4	4	4	3	1	3	1	1	4	4	1	2
982	1	3	2	4	3	2	2	3	3	3	2	2	2	2	2	2	2	2
1010	1	2	2	3	3	2	3	3	3	2	4	1	1	1	2	2	2	2
1014	1	2	2	2	4	2	4	2	4	3	2	2	2	2	3	3	2	2
1026	2	2	2	3	2	3	3	3	3	2	2	2	2	2	2	3	2	2
1055	3	4	4	2	2	4	4	2	4	4	2.61054109534915	2	1.92720381333488	1	4	4	1	2
1084	2	2	2	2	3	3	2	2	3	2	3	2	2	2	3	2	2	2
1101	1	1	1	4	2	2	4	4	2	4	2	4	2	2	2	4	2	2
1123	2	2	2	2	2	1	2	3	2	1	3	2	2	2	2	2	2	2
1174	1	2	2	3	3	2	3	3	4	2	2	2	2	3	4	2	2	2
1175	3	2	2	2	1	3	3	2	2	3	2	1	2	2	1	2	2	2
1207	1	2	3	3	2	4	3	2	3	3	3	2	2	2	2	2	2	2
1226	4	1	1	3	2	1	4	4	3	4	1	4	4	4	1	4	2	2
1244	3	2	2	2	1	3	2	2	2	2	1.6532493960258	1	3	1.91493599281109	2	2	2	2
1256	1	2	2	2	2	2	4	4	4	4	2	2	2	1	4	4	2	2
1260	3	2	2	2	2	2	4	2	2	2	2	1	2	2	2	1	2	2
1284	1	1	1	3	4	3	3	2	2	2	2	2	2	2	1	2	2	2
1291	3	4	4	4	4	1	2	4	4	4	2	4	2	1	1	1	1	2
1312	1	2	2	2	3	1	3	3	3	2	2	2	2	3	3	2	2	2
1358	2	3	2	3	3	2	3	2	2	3	2	2	2	2	2	2	1	2
1376	1	1	1	3	3	3	4	3	4	2	1	1	2	2	4	2	2	2
1407	1	1	1	1	1	1	2	2	3	2	1	1	1	1	1	1	2	2
1419	1	3	3	2	3	2	3	2	4	2	2	1.79516227747238	2	2	2	2	2	2
1422	1	2	1	3	4	1	4	4	3	3	4	2.15457598510795	1.76661080649009	1	3.03795506363421	4	1	2
1434	1	2	2	4	3	2	3	2	4	3	2	1	2	2	2	2	1	2
1454	1	1	1	2	2	4	2	2	3	1	1	1	2	2	2	2	2	2
1527	4	2	3	1	1	4	4	4	2	2	2	1	2	2	4	4	2	2
1531	1	1	1	2	2	1	3	2	3	2	2	1	1	1	2	3	2	2
1568	3	2	1	2	2	4	3	2	2	2	1	1	2	1	3	2	1	2
1580	1	2	2	3	1	2	4	4	4	3	3	3	2	2	2	3	1	2
1584	4	4	3	3	3	4	3	2	2	1	4	2	2	2	3	3	2	2
1597	2	3	1	2	2	2	2	3	3	2	3	1	2	1	2	2	2	2
1626	2	1	1	1	2	2	2	3	2	2	3	2	2	1	2	2	2	2
1640	1	1	1	3	3	2	4	3	2	2	2	1	1	1	2	2	2	2
1645	2	1	1	2	1	3	3	2	3	2	1	1	1	1	3	2	2	2
1661	1	2	1	4	4	1	4	2	4	1	1	1	1	1	3	3	2	2
1672	4	2	1	3	3	3	2	2	2	1	1	2	1	1	1	1	2	2
1695	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2
1702	1	1	1	1	1	1	4	4	4	3	1	4	2.97847708243565	3	4	2	1	2
1710	3	2	2	3	4	4	4	3.18953778663972	4	2	2	2	3	2	4	3	2	2
1712	2	1	1	4	3	4	3	4	3	3	1	1	1	1	1	3	2	2
1740	1	2	2	4	2	2	4	2	2	2	2	2	2	2	2	2	1	2
1746	1	2	1	2	2	3	2	1	2	1	1	2	1	1	3	2	2	2
1765	3	2	2	2	2	3	2	2	3	1	2	1	1	1	2	2	2	2
1838	4	2	1	4	4	4	4	3	2	3	2	2	1	1	3	2	2	2
1864	1	2	1	4	4	1	4	4	4	4	3	1	1	1	4	4	1	2
1974	3	2	2	2	1	2	4	2	3	2.28932440581047	3	1	1	1	4	2	2	2
1987	1	2	2	3	3	3	3	3	3	1	1	1	2	1	2	3	2	2
2014	1	2	2	2	4	2	3	3	3	2	3	1	2	2	1	2	2	2
2030	2	3	2	3	2	3	2	4	3	4	2	1.93656917790605	2	1	2.46011272937775	2.77340246973046	1	2
2049	1	2	2	2	2	1	3	2	3	4	1	2	1	1	3	2	2	2
2053	1	1	1	2	4	2	4	3	1	1	3	1	1	1	1	4	1	2
2057	4	4	1	2	3	4	4	2.5012682663686	3	1	1.39707305034126	1	4	1	1	1	2	2
2059	1	1	1	1	1	1	1	1	3	2	2	1	1	2	1	1	2	2
2079	4	2.02267629070081	1	1	2	2.41480013925387	1.98488782661545	1	4	1	1	1	2.92646275343168	4	1	1	1	2
2094	2	3	2	4	2	4	4	4	3	2	2	2	2	2	2	4	1	2
2113	2	2	2	2	3	1	3	2	2	2	2	2	2	2	2	3	2	2
2174	4	1	1	4	4	4	4	4	4	3	2	2	3	2	4	3	2	2
2187	1	1	1	2	2	3	2	2	2	2	2	1	2	2	1	1	2	2
2191	1	2	2	2	1	1	2	2	4	2	2	1	2	2	1	2	2	2
2194	2	1	1	2	2	4	4	3	3	3	3	1	2	1	4	2	2	2
2213	1	1	2	2	2	2	3	2	2	1	1	1	1	1	2	2	2	2
2217	4	3	1	2	2	4	4	4	4	2	2	2	4	1	4	2	2	2
2222	2	2	2	4	4	2	4	4	2	2	2	2	2	1	4	4	2	2
2233	2	2	2	2	2	2	2	1	3	1	2	4	1	1	2	1	2	2
2235	1	2	2	2	1	1	3	4	4	1	1	1	1	1	2	2	2	2
2239	1	2	2	2	2	2	4	2	4	4	2	2	2	2	4	2	1	2
2245	1	1	1	1	1	1	3	2	4	3	1	1	1	1	3	2	2	2
2252	3	3	2	2	2	2.28792271912961	2.06250044139452	1	2.55415443773951	1	1.62468035116275	1.42244006745282	1.32362779372291	1	1.57577080080448	1.71294938414358	1	2
2259	2	2	2	2	2	2	4	2	4	4	2	2	4	4	2	2	1	2
2409	2	3	3	3	3	3	1	2	3	2	2	1	2	1	4	3	1	2
2418	2	2	1	3	2	2	3	4	4	4	3	2	3	3	4	4	2	2
2438	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	2	2	2
2442	1	2	2	2	2	1	4	2	4	2	1	1	2	1	4	2	2	2
2478	3	2	2	2	2	3	4	3	4	4	2	2	2	2	2	2	2	2
2494	4	2	1	3	4	4	4	4	2	1	4	2	2	2	2	2	2	2
2508	1	3	4	4	4	3	4	4	4	3	4	3	2	3	2	3	1	2
2523	2	2	2	2	2	1	3	2	3	2	2	1	1	1	2	2	2	2
2526	1	2	2	3	3	2	4	2	3	2	3	2	2	2	3	3	2	2
2540	2	2	2	2	3	3	3	2	3	2	2	1	2	2	3	2	2	2
2546	2	2	2	3	2	2	3	3	2	3	2	2	2	2	3	4	2	2
2555	4	1	1	1	2	1	4	2	1	1	1	1	1	1	1	2	2	2
2563	1	1	1	2	2	1	3	1	2	1	1	1	1	1	2	1	2	2
2581	4	2	1	4	1	1	2	3	4	1	1	1	1	1	1	2	2	2
2586	1	1	1	1	2	1	1.8475741258393	2	2	1	1	1	1	1	1	1	2	2
2660	1	3	2	2	2	2	4	4	4	2	2	2	2	1	4	4	1	2
2668	4	2	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2
2704	1	2	1	2	1	1	2	2	2	1	2	1	1	1	2	1	2	2
2719	4	3	3	2	2	3	2	2	4	2	2	2	1	1	1	1	2	2
2729	2	2	3	2	2	3	3	2	4	1	2	1	2	1	1	1	2	2
2737	1	1	1	3	3	1	4	2	2	4	2	1	1	1	4	2	2	2
2740	1	4	2	2	1	2	2	1	2	4	4	2	1	1	4	4	1	2
2754	1	1	1	2	4	1	4	4	3	4	1	1	1	1	1	3	2	2
2774	1	1	1	2	1	2	4	4	4	4	2	2	3	2	4	4	2	2
2803	1	2	2	2	2	2	2	2	3	3	2	2	2	1	2	2	2	2
2816	1	1	1	1	3	1	3	1	4	1	1	1	1	1	1	1	2	2
2830	3	2	2	2	2	3	2	2	3	3	2	1	3	2	2	1	2	2
2833	1	1	1	2	2	2	2	1	2	1	1	1	1	1	2	2	2	2
2855	2	2	2	3	3	3	3	2	2	3	2	2	2	2	3	2	1	2
2878	4	2	1	4	1	4	4	2	2	3	1	1	1	1	1	2	1	2
2879	1	3	2	3	3	2	3	3	3	2	2	2	2	2	4	3	2	2
2900	4	4	4	1	1	2	1	1	4	1	2	1	1	1	2	2	1	2
2908	2	1	1	2	2	2	4	4	4	4	3	2	2	2	2	2	2	2
2911	1	1	4	2	2.12715927789101	1	4	2	4	3	4	1	4	4	4	1	2	2
2919	3	3	1	3	3	2	3	2	4	2	1	1	2.22055710170083	2	2	3	2	2
2922	2	2	1	3	3	1	2	2	3	1	1	1	2	2	2	1	2	2
2928	1	1	1	3	3	2	3	3	3	1	3	2	3	2	3	2	2	2
2932	3	2	4	4	2	3	4	4	4	4	4	3	3	4	4	4	2	2
2969	1	4	4	2	2	3	2	2	4	2	2	3	2.23448659965946	2.17111167983761	2	3	2	2
3000	1	2	1	3	3	2	3	2	3	2	1	1	4	2	1	2	2	2
3026	4	2	2	2	2	4	4	3	3	3	2.40477827884464	2.02817164830545	2	3	4	2	2	2
3047	3	2	2	2	2	4	4	4	4	4	3	3	2	2	2	4	1	2
3070	1	1	1	4	2	1	4	2	4	3	1	4	1	2	3	3	2	2
3084	1	2	1	1	1	1	1	1	3	2	2	2	1	1	1	2	2	2
3088	1	2	2	1	4	1	2	2	4	2	2	2	1	1	2	2	2	2
3121	3	3	3	2	2	4	2	2	3	2	2	1	2	2	1	2	2	2
3171	1	2	2	4	4	2	4	2	2	2	2	2	2	2	4	4	2	2
3228	3	2	2	2	2	4	2	3	1	2	2	2	2	3	2	1	2	2
3265	2	1	1	3	3	3	3	3	4	1	1	1	2	2	2	1	2	2
3277	3	2	2	2	2	4	2	4	4	4	4	2	2	2	2	2	1	2
3284	1	2	2	3	2	2	4	2	4	4	1	1	2	2	3	2	2	2
3305	1	2	2	2	2	1	4	1	4	1	1	1	1	1	1	2	2	2
3337	4	1	1	4	1	4	1	1	4	4	1	1	3	1	1	1	2	2
3339	4	3	2	3	2.75872720342265	3	3	2	4	2.51593627172791	2	3	2	1.95356619324584	2	2	2	2
3349	1	1	1	2.35858030611161	3	1	3	1	2	2	1	1	1.31258149881811	1	2	1	2	2
3381	1	2	2	2	2	1	1	1	2	1	1	1	2	2	1	2	2	2
3394	2	2	2	2	2	2	3	2	3	2	2	2	3	3	2	3	2	2
3413	2.34164688250704	3	2.12198152331425	2.13865057264007	2	2.15555521160237	3	2.16762418245211	2.90804877067487	1.8709456019062	1.71760481169222	1	1	1	2.20708831258745	2.00186154281767	2	2
3429	1	2	1	2	2	1	2	2	3	3	2	1	1	2	2	2	2	2
3486	2	2	2	3	3	4	3	2	3	2	2	2	2.06632255721167	1.91355593207176	3	2	2	2
3527	4	3	2	1	1	3	3	2	3	1	2	1	1	1	2	2	2	2
3532	1	2	1	1	2	1	4	2	2	2	2	1	2	1	4	2	2	2
3534	1	2	2	2	2	2	4	4	4	2	2	1	2	2	4	4	2	2
3545	2	1	1	2	1	3	4	4	2	1	1	1	1	1.05274748331118	2	4	1	2
3558	1	2	2	3	3	2	4	2	3	2	3	1	2	2	2	2	2	2
3570	1	1	1	4	4	1	4	3	3	2	2	2	2	2	3	2	2	2
3607	3	2	2	2	2	1	2	2	1	1	1	1	1	1	1	2	2	2
3615	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	1	2	2
3623	1	4	1	2	3	2	2	3	3	1	2	1	3	2	2	1	2	2
3627	1	3	2	2	2	2	2	2	4	2	4	2	2	2	2	2	2	2
3637	1	2	2	3	3	1	2	1	2	2	2	1	1	1	2	2	2	2
3641	1	2	2	2	2	2	3	2	3	1	1	1	2	2	2	2	2	2
3648	2	3	2	2	3	3	4	2	4	4	2	1	2	1	2	2	2	2
3668	1	1	2	3	3	2	3	2	2	2	1	1	2	1	2	2	2	2
3681	4	2	2	2	2	4	2	1	4	2	2	1	1	1	2	2	2	2
3686	4	4	3	4	4	4	4	4	4	2	1	4	4	2	2	4	1	2
3725	1	3	2	2	2	1	2	2	3	1	1	1	1	1	1	1	2	2
3797	1	4	3	2	2	4	4	4	4	4	1	1	4	1	2	2	2	2
3830	1	2	2	2	1	2	4	2	2	4	2	3	2	1	1	1	1	2
3852	2	2	2	1	3	2	3	2	3	2	2	3	1	1	1	2	2	2
3863	1	1	1	2	2	1	3	2	1	1	1	1	1	2	3	2	2	2
3877	1	2	2	2	3	1	3	2	3	3	2	2	2	1	2	2	2	2
3923	2	1	1	2	3	2	3	2	3	3	2.04863367939163	2	1	1.22906575208364	2	2	2	2
3928	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
3932	4	1	2	3	2	4	4	4	4	4	2	2	3	2	4	4	1	2
3936	1	1	1	2	1	1	2	2	4	3	2	3	1	1	1.96101747167246	2	2	2
3980	2	2	2	2	4	2	3	1	3	2	2	1	1	1	1	2	2	2
3981	3	1	1	2	3	3	2	2	3	1	1	1	2	1	2	1	2	2
4018	1	2	1	3	4	1	3	3	2	1	2	2	2	1	2	2	2	2
4101	4	2	2	2	3	3	3	2	2	2	3	1	2	2	2	3	2	2
4104	1	1	1	2	4	2	3	2	3	1	2	2	2	1	1	2	2	2
4115	1	2	2	2	3	1	4	3	4	3	1.87820536036893	1	2	1	2.69004647419683	2	2	2
4128	1	2	1	3	2	2	3	2	3	3	3	1	2	1	2	2	2	2
4163	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2
4168	2	1	1	2	2	2	1	1	3	1	2	1	1.10603527525473	1	1	1	2	2
4189	1	2	2	2	3	1	2	3	3	1	2	1	1	1	2	2	1	2
4220	1	2	2	2	2	3	3	1	4	1	2	4	2	2	2	2	1	2
4265	3	4	3	4	4	4	3	3	3	4	2	2	3	3	3	3	2	2
4269	4	2	2	2	2	4	4	2	4	4	1	1	1	1	4	2	2	2
4273	2.01601358629981	2	1	1	1	2	2	2	4	1	1	1	1.36478331204404	1	1	1	2	2
4279	2	3	2	2	2	2	3	3	4	3	2	2	3	2	3	3	2	2
4290	4	1	1	4	4	4	4	4	2	1	4	1	2	2	2	3	2	2
4291	1	2	4	2	1	4	3	2	2	1	1	1	1	1	1	3	2	2
4313	3	2	2	3	2	3	4	3	4	2	2	3	2	2	3	3	1	2
4314	1	1	1	3	4	1	4	2	4	2	1	1	1.53896364411984	1	2	1	2	2
4337	1	1	1	2	4	1	3	1	1	1	1	1	1	1	2	3	2	2
