3937	3	2	2	2	4	3	4	2	2	4	3	3	2	2	2	2	2	3	2
3938	1	3	4	1	1	1	3	2	2	4	3	2	2	2	2	1	2	2	1
3952	2	1	2	3	4	3	3	2	3	2	1	4	2	2	2	1	4	4	2
3997	2	2	2	3	2	1	3	3	4	3	3	3	2	2	2	1	2	4	2
4008	1	1	3	2	3	3	3	2	1	1	2	2	2	1	1	1	4	4	2
4027	2	2	4	3	1	2	3	3	2	2	3	3	3	1	2	2	4	3	2
4039	1	2	1	1	3	1	2	1	1	1	2	2	2	1	1	1	3	4	1
4064	3	2	1	2	4	2	1	1	2	2	3	2	2	1	2	3	2	3	2
4127	2	1	3	3	1	1	1	1	1	1	2	2	1	1	1	1	3	3	1
4132	2	1	1	1	2	1	1	1	1	1	3	2	1	1	1	1	3	4	2
4166	1	1	2	4	2	3	2	2	2	2	1	1	2	1	2	1	3	2	2
4183	1	1	1	2	3	3	3	3	3	2	3	3	3	2	3	1	4	2	2
4242	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	4	4	1
4250	1	2	3	3	2	3	3	2	2	2	1	2	2	1	2	3	4	4	3
4251	4	3	1	2	2	4	4	2	4	2	3	1	3	3	2	1	3	2	1
4283	2	2	2	2	2	2	3	2	2	2	3	3	2	2	2	2	3	4	1
4311	3	2	1	2	4	4	2	2	2	2	2	2	2	1	1	1	3	3	2
4328	1	1	4	4	1	3	4	3	3	3	2	2	2	2	2	2	4	3	1
4346	1	1	1	2	1	1	2	3	3	1	2	1	2	1	2	1	3	3	3
4421	1	1	3	3	2	2	3	2	1	2	1	2	2	1	3	2	3	3	2
4461	2	2	1	1	1	1	3	3	1	1	3	3	1	1	1	1	4	4	1
4483	1	1	3	3	1	1	2	2	2	2	3	2	2	1	2	2	2	3	2
4512	1	1	2	2	4	4	3	2	3	2	1	1	1	1	2	99	3	2	2
4546	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	4	4	2
4549	1	1	2	4	2	1	4	3	4	3	3	4	1	2	1	1	4	2	2
4621	3	1	1	2	1	1	3	2	1	1	4	2	1	2	4	1	3	3	2
4623	1	1	2	3	3	3	3	4	2	2	2	2	1	2	2	2	3	3	1
4633	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	4	3	2
4645	4	2	2	2	4	4	4	4	4	4	4	2	4	2	3	4	2	2	2
4693	1	1	1	1	1	1	2	2	3	2	3	3	99	1	1	1	4	4	3
4714	1	4	1	1	1	1	2	2	2	1	2	2	1	1	1	1	2	3	1
4716	2	1	4	3	1	1	1	2	1	1	3	2	2	1	1	1	3	4	2
4737	2	2	3	2	1	1	3	1	1	2	2	2	1	2	2	1	3	3	3
4750	4	1	3	3	4	4	2	4	1	1	4	4	4	4	2	2	4	2	2
4815	2	2	2	2	1	2	2	2	1	2	1	2	1	1	2	2	2	4	2
4820	1	2	3	2	3	2	4	2	1	1	4	1	2	1	1	2	2	2	2
4833	2	2	4	4	1	2	3	2	2	2	2	4	2	2	2	2	3	4	1
4839	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	4	4	3
4841	3	2	1	2	3	2	2	2	2	2	3	2	3	2	1	1	3	2	2
4854	1	2	2	2	1	2	3	1	3	2	4	1	1	1	1	1	1	1	1
4908	1	1	1	2	4	4	2	2	4	2	1	1	1	1	2	1	2	4	2
4911	2	2	2	3	2	2	4	3	2	3	3	3	3	1	2	2	2	2	1
4921	1	1	2	2	1	2	2	2	3	2	2	1	2	1	2	1	4	4	3
4927	1	1	3	4	1	1	4	4	3	2	4	1	1	1	1	1	3	3	2
4937	2	1	1	3	3	2	3	3	1	1	3	2	2	1	2	2	4	4	2
4968	1	1	2	2	1	2	4	4	4	4	4	2	1	1	4	4	3	1	2
4990	1	1	1	3	1	1	4	2	4	2	3	4	1	1	1	1	2	1	2
4996	2	3	1	2	3	2	2	1	2	2	3	1	2	1	1	1	4	3	2
4998	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	4	4	4
5034	1	1	2	3	2	2	2	1	2	2	3	1	2	1	1	1	4	3	2
5038	1	1	2	2	2	1	1	1	1	1	2	2	1	1	1	1	3	3	2
5062	1	1	1	1	1	1	3	1	1	4	2	2	1	1	1	1	4	4	4
5083	3	2	1	2	4	4	2	2	2	2	3	99	3	2	1	2	2	2	1
5097	2	2	2	3	3	3	3	3	3	2	3	3	3	3	2	2	2	1	1
5103	3	2	3	3	2	3	3	2	3	1	3	2	2	2	2	2	3	3	2
5113	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	1
5151	2	1	3	3	1	1	2	2	1	2	1	1	1	1	1	2	4	4	1
5184	1	1	3	3	1	1	3	3	1	1	1	1	1	1	1	1	2	3	2
5185	2	1	3	2	1	1	2	1	2	1	3	1	1	1	1	1	3	3	2
5214	1	1	1	1	1	1	4	2	3	3	2	4	1	1	3	2	2	1	2
5242	3	2	3	2	2	3	2	2	99	3	1	2	2	1	1	1	3	3	1
5267	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	3	3
5270	3	4	4	3	4	4	4	4	3	3	3	3	4	4	99	99	1	1	1
5310	1	1	2	1	1	1	2	2	1	2	2	4	1	2	1	1	4	4	2
5350	4	1	1	4	4	1	1	4	4	1	1	1	4	1	1	1	2	1	1
5351	4	2	2	2	2	2	2	2	2	2	3	2	2	1	1	2	3	3	3
5370	1	1	4	1	1	2	4	3	1	99	4	4	4	1	99	2	2	3	1
5371	4	3	2	2	4	3	2	2	2	2	2	1	1	1	2	2	3	4	2
5381	2	2	3	4	1	2	3	2	2	1	4	1	1	1	2	1	3	3	2
5405	3	99	4	4	2	4	2	2	2	2	2	3	4	2	2	2	3	4	2
5412	1	1	3	3	2	2	3	2	3	2	2	2	2	1	2	1	3	3	2
5420	3	1	2	3	2	2	3	2	2	2	4	3	2	2	2	2	3	4	2
5499	1	1	2	3	2	2	2	1	2	1	2	1	1	1	2	1	3	3	2
5549	2	1	1	1	2	1	1	1	2	1	3	1	1	1	1	1	4	4	2
5577	2	2	2	3	2	3	3	2	3	3	2	1	3	1	3	1	3	3	2
5598	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	4	4	2
5613	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	4	2
5623	2	1	2	2	2	2	2	1	2	1	3	3	2	1	1	1	3	4	3
5624	1	2	3	4	3	4	4	3	4	3	4	3	2	3	3	3	3	2	1
5630	2	1	2	3	3	2	2	2	1	1	3	1	1	1	1	1	4	3	1
5635	2	3	3	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	2
5649	3	2	4	2	2	4	2	2	2	2	4	3	2	2	2	2	4	3	4
5696	3	2	3	3	3	4	4	99	2	2	3	2	2	4	2	3	4	3	2
5708	3	2	2	2	1	2	2	2	3	2	3	2	1	1	1	1	4	2	2
5767	1	1	1	1	1	1	1	1	2	1	2	3	2	1	1	1	4	4	2
5771	99	2	2	99	99	99	4	99	3	99	3	3	2	2	99	99	3	99	2
5781	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	4	4	2
5814	1	1	4	2	4	4	1	2	1	1	3	3	2	1	1	1	4	4	2
5888	1	1	2	2	1	1	1	1	1	2	1	1	2	1	2	2	4	4	3
5905	2	1	2	2	4	4	2	2	1	2	2	1	1	1	2	1	3	4	4
5945	2	2	3	2	2	1	2	3	4	4	4	2	2	1	2	2	3	3	2
5966	3	1	1	1	2	3	1	2	1	1	1	2	1	1	1	1	4	4	3
6017	2	1	4	1	4	2	2	1	1	1	2	1	2	1	1	1	4	3	1
6019	2	1	2	3	4	3	3	3	3	2	3	3	2	1	3	2	2	2	2
6029	2	2	99	2	1	3	99	2	2	2	2	2	2	1	2	2	4	4	1
6035	1	1	1	3	1	1	2	1	2	1	2	1	1	1	1	1	4	4	2
6036	1	1	2	1	1	1	3	2	1	2	1	1	1	1	2	1	4	3	1
6046	1	1	4	4	1	1	4	4	4	4	1	4	1	1	4	4	2	2	2
6058	2	3	3	4	3	1	3	2	4	3	3	2	3	2	3	1	3	3	2
6119	1	2	1	2	3	2	2	1	1	1	2	1	1	1	1	1	3	3	1
6143	1	1	1	1	4	1	4	4	4	4	4	4	4	1	4	1	2	2	2
6144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3
6163	2	2	1	2	1	1	2	1	2	1	2	2	2	1	1	1	4	4	1
6180	2	2	3	2	2	2	3	2	3	2	2	2	2	2	3	1	3	3	2
6188	1	1	4	3	1	3	4	2	1	2	3	4	2	3	2	1	2	2	1
6199	3	2	2	2	3	4	2	99	3	3	3	2	1	3	3	1	2	3	2
6202	2	2	2	3	3	2	3	3	2	3	99	3	2	1	2	2	2	2	2
6211	2	2	2	2	1	2	2	3	99	2	2	2	2	2	2	1	3	3	1
6234	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	4	3	2
6252	2	2	2	3	3	3	2	2	2	3	2	3	3	2	2	2	3	3	3
6289	3	2	1	1	4	4	4	1	1	1	4	2	1	2	1	4	3	3	4
6299	2	2	2	1	3	4	2	2	2	2	2	2	2	2	2	2	3	3	4
6309	2	1	2	2	2	2	2	2	2	2	3	2	3	2	1	1	3	3	2
6319	2	2	2	2	1	2	2	1	2	1	2	1	1	1	1	1	4	4	3
6350	1	1	2	3	1	1	2	2	2	2	2	2	2	1	1	1	3	3	1
6353	2	1	2	2	1	1	2	2	2	2	2	2	1	1	1	1	4	3	2
6362	2	2	2	2	2	2	4	3	4	4	4	3	2	3	2	3	1	1	1
6377	1	1	3	3	2	2	3	2	2	2	1	1	2	1	1	1	2	2	2
6409	3	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	3	3	2
6425	1	1	4	2	1	1	2	3	1	2	3	4	2	1	1	1	3	4	1
6485	1	1	2	2	2	3	3	2	2	2	3	2	2	1	1	1	3	3	1
6490	1	1	3	3	1	2	4	4	4	4	2	2	3	3	1	1	1	1	1
6511	1	1	1	2	1	1	3	2	2	1	2	2	1	1	1	1	2	2	2
6512	1	1	1	2	1	1	2	1	1	1	3	2	2	1	1	1	3	3	3
6562	1	1	4	4	1	1	2	2	1	4	2	4	1	1	1	1	3	3	1
6571	2	2	2	2	3	1	2	2	3	2	1	3	1	1	1	1	4	3	2
6640	2	1	2	2	2	3	2	2	2	2	2	1	2	3	2	2	3	3	2
6645	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	3	3	3
6690	2	2	2	1	1	1	4	1	2	1	1	1	2	2	1	1	2	4	1
6714	2	1	2	2	1	4	4	4	4	4	4	4	3	1	4	4	2	2	2
6720	1	1	2	2	1	1	2	2	1	1	99	2	3	1	1	1	3	3	1
6740	4	4	1	1	4	1	1	1	1	1	1	1	1	1	1	1	3	3	1
6747	2	2	2	2	1	1	3	3	2	3	4	2	3	2	2	2	1	2	2
6750	3	2	3	2	2	3	3	3	3	3	3	3	2	2	1	1	2	2	2
6754	2	2	2	1	4	2	3	2	2	2	3	2	1	1	1	1	3	3	1
6770	2	1	3	2	1	1	3	2	1	1	3	2	2	1	2	1	4	4	2
6781	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	3	3	1
6788	1	1	2	1	1	1	2	2	2	1	3	2	1	1	1	1	3	3	1
6842	2	1	3	3	2	2	2	2	3	2	2	2	2	2	2	2	3	3	2
6857	3	2	2	2	3	2	3	3	4	3	3	4	2	3	99	2	2	1	2
6876	1	1	2	3	2	3	3	2	3	4	4	4	1	1	2	3	1	2	1
6877	3	2	2	1	2	2	2	2	1	2	2	1	2	1	1	1	4	4	2
6889	4	4	4	4	4	4	4	1	2	2	4	4	4	4	4	3	4	4	1
6908	2	2	3	3	1	2	2	2	2	2	1	1	2	1	1	1	4	4	2
6963	2	2	2	3	1	1	4	4	3	99	1	4	1	2	99	99	2	1	3
6967	2	2	3	3	2	1	1	1	1	1	2	2	1	1	1	1	3	3	2
7022	2	1	2	2	1	2	3	2	1	1	2	1	1	1	1	1	4	4	2
7031	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1
7032	3	3	2	2	2	2	4	3	2	3	4	4	3	2	2	2	1	2	2
7050	3	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	4	3	3
7080	3	3	2	2	3	4	99	99	4	4	4	2	2	4	4	2	3	1	1
7094	1	1	4	4	1	1	4	3	4	2	3	1	1	1	2	1	1	1	2
7187	3	3	4	1	4	1	4	3	1	1	4	2	1	2	1	1	4	4	1
7200	1	2	4	2	2	2	3	2	3	4	3	2	2	1	2	3	3	2	2
7224	1	1	3	1	3	1	3	2	1	3	2	1	1	1	2	1	2	3	2
7226	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	4	3	2
