2182	5513	2	3	4	1	1	1	14.3	3	1
2194	3358	3	3	4	2	2	2	5.5	3.33333333333333	2
2216	2000	3	2	3	1	1	1	15.4	2.66666666666667	1
2218	6440	3	3	4	2	1	1	8.6	3.33333333333333	1.33333333333333
2225	5962	2	3	3	1	1	1	13.1	2.66666666666667	1
2240	1060	3	2	3	2	1	2	5.3	2.66666666666667	1.66666666666667
2247	12073	2	2	3	1	2	1	2.3	2.33333333333333	1.33333333333333
2250	5913	2	1	2	2	2	2	16.3	1.66666666666667	2
2251	5911	2	3	4	4	2	3	11.7	3	3
2252	5116	1	2	2	3	1	2	11	1.66666666666667	2
2260	5378	2	1	2	3	2	2	8.2	1.66666666666667	2.33333333333333
2282	2000	3	2	4	2	2	1	15.4	3	1.66666666666667
2285	15268	1	1	1	99	99	3	1.2	1	3
2290	5124	1	1	4	3	4	2	16	2	3
2309	5913	2	1	4	1	1	1	16.3	2.33333333333333	1
2322	6634	2	1	4	3	1	2	4.2	2.33333333333333	2
2323	7140	2	4	4	3	3	3	3.9	3.33333333333333	3
2330	9571	2	3	3	4	2	3	5	2.66666666666667	3
2333	16072	2	4	3	1	1	2	2.1	3	1.33333333333333
2334	15266	1	1	3	3	1	2	1	1.66666666666667	2
2340	6611	1	1	3	4	2	2	13.8	1.66666666666667	2.66666666666667
2343	5315	1	1	1	3	2	99	19.7	1	2.5
2348	9187	3	4	4	2	2	2	6.8	3.66666666666667	2
2353	6412	2	3	2	3	1	3	24.1	2.33333333333333	2.33333333333333
2357	8337	2	2	2	3	3	3	10.9	2	3
2361	18100	3	4	4	3	2	3	12.8	3.66666666666667	2.66666666666667
2372	9461	2	1	3	4	4	3	8.3	2	3.66666666666667
2374	15362	1	1	2	1	2	1	1.2	1.33333333333333	1.33333333333333
2377	8125	2	3	4	1	1	1	11.3	3	1
2392	15154	2	1	4	3	1	1	1.8	2.33333333333333	1.66666666666667
2397	6414	2	2	4	1	2	1	19.3	2.66666666666667	1.33333333333333
2401	15364	1	1	2	4	4	4	1.2	1.33333333333333	4
2403	1062	2	3	3	1	1	1	4.3	2.66666666666667	1
2406	12064	1	99	2	3	2	3	2.1	1.5	2.66666666666667
2407	5114	3	4	4	3	2	3	14.8	3.66666666666667	2.66666666666667
2409	9162	2	2	2	2	2	2	22.8	2	2
2413	8311	2	1	3	1	1	2	13.3	2	1.33333333333333
2417	9187	2	1	2	2	2	2	6.8	1.66666666666667	2
2418	15352	1	1	2	3	1	3	1.7	1.33333333333333	2.33333333333333
2423	14182	1	1	3	1	1	3	1.3	1.66666666666667	1.66666666666667
2436	7143	2	2	1	99	1	1	7.3	1.66666666666667	1
2437	14379	1	1	1	2	3	3	2.1	1	2.66666666666667
2446	9571	3	4	4	2	2	99	5	3.66666666666667	2
2468	7143	1	4	4	1	1	1	7.3	3	1
2481	15151	2	2	2	4	4	4	1.2	2	4
2488	14374	1	1	2	3	2	3	2.7	1.33333333333333	2.66666666666667
2490	8226	2	2	2	3	2	3	10.4	2	2.66666666666667
2502	8226	2	1	3	3	2	99	10.4	2	2.5
2505	6633	2	2	3	2	1	2	4.3	2.33333333333333	1.66666666666667
2514	5354	2	4	4	3	1	2	10.7	3.33333333333333	2
2515	8126	2	3	2	2	2	2	7.2	2.33333333333333	2
2527	16051	2	2	2	1	1	1	2.2	2	1
2531	16062	1	1	1	2	2	99	2.1	1	2
2532	14188	2	1	2	3	2	3	1.1	1.66666666666667	2.66666666666667
2533	5116	2	2	4	2	2	2	11	2.66666666666667	2
2535	13004	1	1	1	99	2	3	2.7	1	2.5
2536	3461	2	2	2	3	3	3	6.5	2	3
2541	12066	1	2	2	4	3	3	2.5	1.66666666666667	3.33333333333333
2557	6531	2	2	3	2	2	2	8.9	2.33333333333333	2
2560	8335	2	1	4	4	4	4	12	2.33333333333333	4
2562	9162	3	3	4	1	1	1	22.8	3.33333333333333	1
2569	1055	2	2	2	3	2	3	3.9	2	2.66666666666667
2571	3353	4	4	4	1	1	1	4.8	4	1
2582	14365	1	1	2	3	2	3	5.1	1.33333333333333	2.66666666666667
2586	7138	2	2	2	1	1	1	7.1	2	1
2594	2000	2	3	2	3	2	3	15.4	2.33333333333333	2.66666666666667
2595	6440	3	4	4	1	1	1	8.6	3.66666666666667	1
