1	1	4.02	2
1	1	4.02	4
1	2	4.02	2
1	2	4.02	2
1	2	4.02	2
1	2	4.02	99
1	2	4.02	2
1	1	4.02	2
1	1	4.02	3
1	2	4.02	2
1	2	4.02	2
1	2	4.02	2
1	1	4.02	3
1	1	4.02	2
1	1	4.02	99
1	1	4.02	4
1	1	4.02	3
1	2	4.02	3
1	1	4.02	2
1	2	4.02	2
1	2	4.02	3
1	2	4.02	2
1	2	4.02	3
1	2	4.02	2
1	2	4.02	2
1	2	4.02	4
1	2	4.02	99
1	2	4.02	2
1	2	4.02	2
1	2	4.02	2
1	2	4.02	2
1	2	4.02	2
1	2	4.02	2
1	2	4.02	2
1	1	4.02	2
1	2	4.02	3
1	1	4.02	2
1	2	4.02	2
1	1	4.02	2
1	1	4.02	99
1	1	4.02	4
1	2	4.02	2
1	2	4.02	4
1	1	4.02	99
1	1	4.02	3
1	1	4.02	3
1	1	4.02	4
1	2	4.02	2
1	2	4.02	4
1	2	4.02	4
1	2	4.02	4
1	1	4.02	2
1	1	4.02	4
1	2	4.02	3
1	2	4.02	3
1	1	4.02	3
1	2	4.02	2
1	2	4.02	2
1	2	4.02	4
1	2	4.02	2
1	1	4.02	99
1	2	4.02	2
1	2	4.02	3
1	1	4.02	4
1	2	4.02	3
1	2	4.02	3
1	2	4.02	2
1	1	4.02	4
1	2	4.02	2
1	2	4.02	2
1	2	4.02	2
1	2	4.02	2
1	2	4.02	2
1	2	4.02	2
1	2	4.02	4
1	1	4.02	4
1	2	4.02	2
1	2	4.02	2
1	2	4.02	2
1	2	4.02	4
1	2	4.02	2
1	1	4.02	4
1	1	4.02	99
1	2	4.02	2
1	2	4.02	2
1	2	4.02	2
1	2	4.02	4
1	2	4.02	99
1	2	4.02	2
1	2	4.02	3
1	2	4.02	3
1	1	4.02	2
1	2	4.02	2
1	2	4.02	2
1	2	4.02	99
1	2	4.02	2
1	1	4.02	3
1	2	4.02	2
1	2	4.02	3
1	1	4.02	4
1	1	4.02	3
1	1	4.02	4
1	1	4.02	3
1	1	4.02	4
1	1	4.02	4
1	1	4.02	3
1	1	4.02	3
1	2	4.02	4
1	2	4.02	2
1	1	4.02	3
1	1	4.02	4
