20501	2	3	2	3	3	2	3	2	2	3	1
20501	1	3	2	4	3	3	3	1	2	2	1
20501	3	3	2	3	3	3	2	2	2	2	1
20501	2	2	2	4	99	3	3	1	99	2	1
20501	3	2	2	3	2	4	2	2	3	1	1
20501	1	1	1	4	4	3	2	1	1	2	1
20501	4	4	4	1	2	2	4	4	3	3	1
20501	2	3	2	4	3	4	2	1	2	1	1
20501	4	2	4	3	4	2	1	2	1	3	1
20501	2	3	2	3	3	3	2	2	2	2	1
20501	1	3	2	4	4	4	1	1	1	1	1
20501	3	3	3	4	4	4	1	1	1	1	1
20501	1	1	1	3	2	3	1	2	3	2	1
20501	2	2	1	3	4	3	1	2	1	2	1
20501	4	4	4	3	2	3	3	2	3	2	1
20501	2	1	1	3	3	3	1	2	2	2	1
20501	1	1	1	4	4	4	1	1	1	1	1
20501	4	4	4	4	4	4	4	1	1	1	1
20501	1	3	2	2	3	3	2	3	2	2	1
20501	3	3	3	3	3	3	2	2	2	2	1
20501	2	3	2	4	4	4	1	1	1	1	1
20501	3	3	2	4	3	4	2	1	2	1	1
20502	2	2	2	3	99	3	99	2	99	2	1
20502	4	3	3	3	3	3	2	2	2	2	1
20502	3	3	3	3	99	2	2	2	99	3	1
20502	1	1	1	3	4	3	1	2	1	2	1
20502	3	4	3	3	2	1	3	2	3	4	1
20502	2	3	2	4	3	3	2	1	2	2	1
20502	1	3	1	4	4	3	1	1	1	2	1
20502	1	1	1	4	2	1	3	1	3	4	1
20502	3	3	4	3	2	2	3	2	3	3	1
20502	2	2	2	3	3	3	2	2	2	2	1
20502	4	3	3	99	2	99	4	99	3	99	1
20502	1	1	1	3	3	3	2	2	2	2	1
20502	3	3	3	3	3	3	2	2	2	2	1
20502	3	4	4	2	1	1	2	3	4	4	1
20502	4	4	4	2	2	1	2	3	3	4	1
20502	1	1	2	4	4	3	99	1	1	2	1
20502	4	4	3	3	3	3	3	2	2	2	1
20502	1	2	2	4	4	4	1	1	1	1	1
20502	4	4	4	1	2	1	3	4	3	4	1
20502	3	3	3	3	2	2	4	2	3	3	1
20502	4	3	3	3	2	3	4	2	3	2	1
20502	2	3	2	3	3	3	1	2	2	2	1
20502	4	4	3	3	3	2	2	2	2	3	1
20502	2	3	2	4	3	3	1	1	2	2	1
20502	2	3	2	3	3	2	2	2	2	3	1
30501	4	4	4	4	4	4	1	1	1	1	1
30501	3	3	2	4	3	4	1	1	2	1	1
30501	1	2	2	3	4	3	2	2	1	2	1
30501	3	4	3	4	4	4	1	1	1	1	1
30501	3	3	3	3	3	99	2	2	2	99	1
30501	4	4	4	4	3	4	1	1	2	1	1
30501	4	3	4	3	3	3	2	2	2	2	1
30501	3	4	3	4	4	4	1	1	1	1	1
30501	3	3	3	3	3	4	1	2	2	1	1
30501	3	2	3	3	3	3	1	2	2	2	1
30501	4	4	4	3	2	3	2	2	3	2	1
30501	3	2	2	3	3	3	1	2	2	2	1
30501	3	3	3	4	3	3	1	1	2	2	1
30501	4	3	4	4	4	4	1	1	1	1	1
30501	4	4	4	4	2	3	3	1	3	2	1
30501	4	4	4	4	3	3	2	1	2	2	1
30501	2	4	3	4	3	4	2	1	2	1	1
30501	2	3	3	3	3	3	2	2	2	2	1
30501	3	3	3	4	3	4	2	1	2	1	1
30501	2	3	3	3	1	3	1	2	4	2	1
30501	2	3	2	4	4	4	2	1	1	1	1
30501	3	3	4	4	4	4	2	1	1	1	1
30501	4	3	4	4	3	4	1	1	2	1	1
30501	3	3	4	3	1	2	2	2	4	3	1
30501	3	4	3	3	3	3	1	2	2	2	1
30501	3	3	3	3	3	3	2	2	2	2	1
30501	2	3	2	3	3	3	2	2	2	2	1
30501	3	3	3	3	3	3	2	2	2	2	1
30502	4	4	4	4	3	3	2	1	2	2	1
30502	1	1	1	4	3	4	2	1	2	1	1
30502	1	1	1	4	4	4	1	1	1	1	1
30502	1	1	1	3	3	3	2	2	2	2	1
30502	1	1	1	4	3	4	2	1	2	1	1
30502	1	2	2	3	2	3	3	2	3	2	1
30502	1	2	1	3	2	3	3	2	3	2	1
30502	1	1	1	4	4	4	1	1	1	1	1
30502	1	2	2	4	4	4	1	1	1	1	1
30502	3	4	2	3	2	1	4	2	3	4	1
30502	3	3	3	4	4	3	1	1	1	2	1
30502	3	3	2	3	3	3	1	2	2	2	1
30502	2	2	2	4	3	3	1	1	2	2	1
30502	2	1	1	4	2	4	2	1	3	1	1
30502	1	1	1	4	4	4	1	1	1	1	1
30502	3	3	3	99	99	99	3	99	99	99	1
30502	3	2	2	3	3	4	1	2	2	1	1
30502	3	3	2	3	3	3	2	2	2	2	1
30502	3	2	2	3	3	3	2	2	2	2	1
30502	2	2	3	3	3	3	2	2	2	2	1
30502	1	2	3	3	3	3	2	2	2	2	1
30502	2	2	1	3	3	3	2	2	2	2	1
30502	2	2	2	4	3	3	2	1	2	2	1
30503	1	4	1	3	3	4	2	2	2	1	1
30503	3	3	3	3	3	3	3	2	2	2	1
30503	3	4	3	3	3	3	2	2	2	2	1
30503	2	4	2	3	1	3	2	2	4	2	1
30503	2	2	3	4	3	4	2	1	2	1	1
30503	2	2	3	3	3	3	99	2	2	2	1
30503	1	1	1	3	4	2	3	2	1	3	1
30503	4	3	4	3	3	3	99	2	2	2	1
